songid,title,artist,genre,like,lyric,label
4185939,The Measure Of A Man (날 시험할 순간),임태경,기타 ,524,내 안의 숨은 두려움이 날 또 어둠으로 밀어 넣지만 단 한 번의 이 기회를 바보처럼 그냥 놓칠 순 없어 이 순간을 평생 후회할까 아님 용기를 내어 볼까 이제 왔어 나를 시험해 볼 그 순간 내 믿음의 끝을 찾아가보자 자신을 믿고서 혼자 싸워야 할 시간이 왔어 버릴 수 없는 내 꿈과 나만의 세상을 위해  내 한 몸 던져 보리라 만인을 위하여 그래 나란 인간이 살았단 흔적 남겨 줄 테니까 지금이야 나를 시험해 볼 그 순간 이 어둠 속 빛을 찾아가 보자 죽는 그 날까지 혼자 싸워야 할 시간이 왔어 아무도 상상 못한 꿈 묻어둔 희망을 위해 내 모든 것을 바치리 만인을 위하여 내 한 몸 감히 던지리 만인을 위하여,기분전환
30031040,도리안 그레이,김준수,기타 ,4084,다 사라지나 내 곁을 떠나 날 외면하나 원하지 않는가 나 여기 홀로 남겨졌나 내 이름조차 잊혀져 가는가 이제 장밋빛 삶은 저무나 내겐 황혼의 그늘만 남겨졌나 그 빛나던 젊음 그 찬란한 봄날 사라지나 이제는  희미한 기억 속에 나 싱그러웠던 나 밝게 빛나던 그날 더 이상 남아 있지 않아 그림 속 저 사람 도대체 누군가 본적이 없는 저 얼굴 아마 한때는 예뻤겠지  눈부신 미소로 모두가 사랑했던 도리안 그 빛나던 젊음 그 찬란한 봄날 사라지나 이제는  희미한 기억 속에 나 싱그러웠던  나 밝게 빛나던 그날 더 이상 기억이 안나 더 이상 기억이 안나 푸른 핏줄 심장을 뚫고 날 깨운다 붉은 피가 내 몸을 다시 일으킨다 황금빛깔 천국이 내게 펼쳐진다 아름다운 소년이 나를 부른다,기분전환
1314767,기준의 첫사랑,엄기준,기타 ,552,입대할 때 용기내서 전화했는데  다같이 나왔죠 작별인사 한다고  말도 못 꺼냈죠 술만 마셨죠  바보 같은 내 모습이 부끄러워서   눈이 펑펑 내리던 오사카의 겨울  전화가 왔어요 시집간다고  갑자기 분했죠 눈물이 났죠  말 한번 못 해본 게 억울해서   희미하게 사랑하고 헤어지면  희미해도 평생 후회한다죠  한번은 그녀의 눈을 보며  말하고 싶었죠 한번은 꼭   그래서요 말했어요  아니요  신부대기실에 앉아있는  모습을 본 순간 깨달았어요  사실은 용기가 없어서  말을 못한 게 아니라  그만큼 절실하지 못해서  말 꺼낼 용기가 안 생긴거였더라구요   그 사람과 부디 잘 살아야만 해요  영원토록 내내 행복하세요  그댄 절대로 절대로 아프지도 말아요  후회하지 않아요 이게 끝이라 해도  처음 본 순간 그댈 사랑했어요,휴식.힐링
4423576,하얀 나비,심은경,OST,15664,음 생각을 말아요 지나간 일들은 음 그리워 말아요  떠나갈 님인데 꽃잎은 시들어요  슬퍼하지 말아요 때가 되면 다시 필걸  서러워 말아요 음 어디로 갔을까  길 잃은 나그네는 음 어디로 갈까요 님 찾는 하얀나비 꽃잎은 시들어요 슬퍼하지 말아요 때가 되면 다시 필걸  서러워 말아요 꽃잎은 시들어  슬퍼하지 말아요 때가 되면 다시 필걸  서러워 말아요,휴식.힐링
3793238,그대 기억,짙은,OST,926,어느새 우린 어둠이 내린  하루의 끝에서 갈곳을 잃고 한없이 내린 어둠을 지나  시간의 틈으로 숨어버린 밤 늘 함께했던 기억들이 꿈으로 남아 두 눈을 감아도 내 맘은 그대를  기억해요 어리석던 날위해 웃어주던 그대 멈춰진 이 세상엔 우리둘만 있죠 아무것도 잊혀지지 않으면  이별따윈 없죠 두 눈을 감아도 내 맘은 그대를  기억해요 어리석던 날위해 웃어주던 그대 멈춰진 이 세상엔 우리둘만 있죠 아무것도 잊혀지지 않으면  이별따윈 없죠,휴식.힐링
5394623,보고싶었어 (슬로우 비디오 Ver.) (Feat. 조씨),강백수,OST,1356,우리가 서 있는 지금 이 곳이  세상 어디에도 없는 곳이라는 걸 우리가 만나는 지금 이 순간이 세상 어디에도 없는 시간이라는 걸 나 알지만 보고 싶었어 보고 싶었어 이렇게라도 만나길 기다렸어 잠시 후면 별들이 쏟아지고 강물이 솟구치고 꿈에서 깨어날거야 내일 밤에도 우리 여기서 만나 못다한 얘길 나눴으면 좋겠어 잠시 후면 별들이 쏟아지고 강물이 솟구치고 꿈에서 깨어날거야 내일 밤에도 우리 여기서 만나 못다한 얘길 나눴으면 좋겠어 보고 싶었어 보고 싶었어,스트레스
8033816,자화상,강하늘,OST,5638,오래 전에 떠나온 고향집에 가 보니 미처 세월 닿지 못한 난 기억 그대로 거기 서 있어 너는 어디서 너는 멀리서 날 또 찾아 돌아왔나 이 내 모습이 그 기억 그대로 날 반겨 주며 서 있는데 우 너무 그리워서 우 나를 불러 본다 우 떠난 나는 다시 우 나를 돌아본다 뭐든 될 수 있던 그때 나는 세상만 바라봤지 나를 떠나서 나를 남겨 두고서 외면하고 달려갔지 나를 불러대는 내 목소리가 이제와서 들려오네 너는 어디서 너는 멀리서 날 또 찾아 돌아왔나 이 내 모습이 그 기억 그대로 날 반겨 주며 서 있는데 우 너무 그리워서 우 나를 불러 본다 우 떠난 나는 다시 우 나를 돌아본다,휴식.힐링
3824135,설마 그럴 리가 없어,"이상순, 임주연",OST,850,어느 샌가 힘없이 멈춰진 두근대던 설레임과 웃음 잊어버린 그날의 약속은 되돌아와 조심스레 나를 깨우네 설마 그럴 리가 없어 너에게서 멀어져 달려갈 때에 아 흔들리는 듯 바람에 밀려서 내 꿈이 다시 너의 손길에 머무리 네 목소리로 다시 한번 날 부른다면 내 꿈이 다시 너의 손길에 머무리 네 목소리로 다시 한번 부르면 아아 부르면 설마 그럴 리가 없어 너에게서 멀어져 달려갈 때에 아 흔들리는 듯 바람에 밀려서 내 꿈이 다시 너의 손길에 머무리 네 목소리로 다시 한번 날 부른다면 내 꿈이 다시 너의 손길에 머무리 네 목소리로 다시 한번 부르면 아아 부르면 부르면 아아 부르면 아아 부르면,휴식.힐링
3407359,Real,메이트,OST,825,넌 다를 거라고 느꼈어 난 너를 봤을 때 또 다신 같은 일은  반복되지 않길 바라고 또 바랬는데 또 마음깊이 너를 채우고 또 그렇게 하루를 견디고 이 모든 게 이 모든 게 내 맘이 만든 꿈인 것 같아 모든 걸 의심하려 할수록 너만은 진짜인 것 같아서 선명하게 분명하게 오늘 하루를 채워가겠죠 넌 아름답다고 느꼈어  난 네가 가끔씩 멀리 푸른빛 가득한  하늘이 눈가에 이슬처럼 맺혀질 때 그 마음을 더 느끼고 싶고 네 눈에 비친 날 알고 싶어 너에게 난 나에게 너처럼 세상의 커다란 위로인지 난 아무것도 알 수가 없어 네가 왜 그리 아파하는지 무엇이 널 슬프게 하는지 나는 마음깊이 널 부르고 있어,휴식.힐링
5578688,백일몽,"강하늘, 정우, 조복래",OST,3758,이른 봄날에 꿈처럼 다가온  그대 영원할 줄알았네  그 여름 바닷가 행복했던 모래성  파도에 실려가 버렸네  떠나가도 좋소 나를 잊어도 좋소  내 마음 언제나 하나 뿐  더욱 더 더 사랑못한  지난 날들 후회하오  사랑은 한 순간의 꿈 백일몽  깨어날 수 없는 꿈 백일몽  아직 그댈 사랑하오  영원히 사랑하오  이른 봄날에 꿈처럼 다가온 그대 영원할 줄알았네 그 여름 바닷가 행복했던 모래성 파도에 실려가 버렸네 떠나가도 좋소 나를 잊어도 좋소 내 마음 언제나 하나 뿐 더욱 더 더 사랑못한 지난 날들 후회하오 사랑은 한 순간의 꿈 백일몽 깨어날 수 없는 꿈 백일몽 아직 그댈 사랑하오 영원히 사랑하오,휴식.힐링
4400534,나성에 가면,"장미여관, 심은경",OST,3505,나성에 가면 편지를 띄우세요 사랑의 이야기 담뿍 담은 편지 나성에 가면 소식을 전해줘요 하늘이 푸른지 마음이 밝은지 즐거운 날도 외로운  날도 생각해 주세요 나와 둘이서 지낸 날들을 잊지 말아줘요 나성에 가면 편지를 띄우세요 함께 못가서 정말 미안해요 나성에 가면 소식을 전해줘요 안녕 안녕 내사랑 나성에 가면 편지를 띄우세요 꽃모자를 쓰고  사진을 찍어보내요 나성에 가면 소식을 전해줘요 예쁜 차를 타고 행복을 찾아요 당신과 함께 있다하며는  얼마나 좋을까  어울릴꺼야 어디를 가도  반짝거릴텐데에 뚜루뚜 나성에 가면 편지를 띄우세요 함께 못가서 정말 미안해요 나성에 가면 소식을 전해줘요 안녕 안녕 내사랑 안녕 안녕  내사랑 안녕 안녕 내사랑,스트레스
5578686,사랑하는 마음,"강하늘, 조복래",OST,1074,사랑하는 마음보다  더 좋은 건 없을걸 사랑받는 그 순간보다  흐뭇한 건 없을걸 사랑의 눈길보다  정다운 건 없을걸 스쳐닿는 그 손끝보다  짜릿한 건 없을걸 혼자선 알 수 없는  야릇한 기쁨 천만번 더 들어도  기분좋은 말 사랑해 사랑하는 마음보다  신나는 건 없을걸 밀려오는 그 마음보다  포근한 건 없을걸 사랑하는 마음보다  더 좋은 건 없을걸 사랑받는 그 순간보다  흐뭇한 건 없을걸 사랑의 눈길보다  정다운 건 없을걸 스쳐닿는 그 손끝보다  짜릿한 건 없을걸 혼자선 알 수 없는  야릇한 행복 억만번 더 들어도  기분좋은 말 사랑해 사랑하는 마음보다  신나는 건 없을걸 스쳐닿는 그 손끝보다  짜릿한 건 없을걸 짜릿한 건 없을걸  짜릿한 건 없을걸,휴식.힐링
4258871,소원,윤도현,OST,2060,괜찮아 정말 괜찮아  이젠 다시 설 수 있어  지나간 시간보다 더   남은 날들이 중요해 그래  눈물을 숨겨왔던 건  나 혼자가 아니란 걸  알고 있기 때문이죠  고마웠기 때문이죠  소원을 빌어 소원을 빌어  다신 슬프지 않길  사랑을 믿어 눈물로 채운 사랑 소원을 빌어 소원을 빌어  다신 아프지 않길  이제 다시 행복해  난 사실 두려워요   난 사실 무서워요  그래도 난 다시 살아 소원을 빌어 소원을 빌어  다신 슬프지 않길  사랑을 믿어 눈물로 채운 사랑 소원을 빌어 소원을 빌어  다신 아프지 않길  이제 다시 행복해 소원을 빌어 소원을 빌어  다신 슬프지 않길  사랑을 믿어 눈물로 채운 사랑 소원을 빌어 소원을 빌어  다신 아프지 않길  이제 다시 행복해 행복해,휴식.힐링
2228949,Butterfly,러브홀릭스,OST,19145,어리석은 세상은 너를 몰라 누에속에 감춰진 너를 못봐 나는 알아 내겐 보여 그토록 찬란한 너의 날개 겁내지마 할 수 있어 뜨겁게 꿈틀거리는 날개를 펴 날아올라 세상 위로 태양처럼 빛을 내는 그대여 이 세상이 거칠게 막아서도 빛나는 사람아 난 너를 사랑해 널 세상이 볼 수 있게 날아 저 멀리  꺽여버린 꽃처럼 아플때도 쓰러진 나무처럼 초라해도 너를 믿어 나를 믿어 우리는 서로를 믿고 있어 심장의 소릴 느껴봐 힘겹게 접어 놓았던 날개를 펴 날아올라 세상 위로 벅차도록 아름다운 그대여 이 세상이 차갑게 등을 보여도 눈부신 사람아 난 너를 사랑해 널 세상이 볼 수 있게 날아 저 멀리  이 세상이 거칠게 막아서도 빛나는 사람아 난 너를 사랑해 널 세상이 볼 수 있게 날아 저 멀리,휴식.힐링
5578680,"웨딩케이크 (김윤석, 장현성 Ver.)","김윤석, 장현성",OST,1800,이제 밤도 깊어 고요한데 창문을 두드리는 소리 잠 못 이루고 깨어나서 창문을 열고 내어다 보니 사람은 간 곳이 없고 외로이 남아 있는 저 웨딩 케익 그 누가 두고 갔나 나는 아네 서글픈 나의 사랑이여 이 밤이 지나가면 나는 가네 원치 않는 사람에게로 눈물을 흘리면서 나는 가네 그대 아닌 사람에게로 이 밤이 지나가면 나는 가네 사랑치 않는 사람에게로 마지막 단 한 번만 그대 모습 보게 하여 주오 사랑아 아픈 내 마음도 모르는 채 멀리서 들려오는 무정한 새벽 종소리 행여나 아쉬움에 그리움에 그대 모습 보일까 창 밖을 내어다 봐도 이미 사라져 버린 그 모습 어디서나 찾을 수 없어 남겨진 웨딩 케익만 바라보며 하염없이 눈물 흘리네 남겨진 웨딩 케익만 바라보며 하염없이 눈물 흘리네,휴식.힐링
5578685,조개껍질 묶어 (Feat. 우쿨렐레피크닉),강하늘,OST,1677,조개껍질 묶어   그녀의 목에 걸고  불가에 마주 앉아  밤새 속삭이네  저 멀리 달 그림자   시원한 파도소리  여름 밤은 깊어만 가고  잠은 오질 않네  랄랄랄 라랄라라  랄랄라 라랄라라  랄랄라라라 랄랄라라  랄랄 라라랄라  아침이 늦어져서   모두들 배고파도  함께 웃어가며   식사를 기다리네  반찬은 한 두가지   집 생각 나지만은  시큼한 김치만 있어 주어도   내게는 진수성찬  랄랄랄 라랄라라  랄랄라 라랄라라  랄랄라라라 랄랄라라  랄랄 라라랄라  밥이 새까맣게   타 버려 못 먹어도  모기가 밤새 물어도   모두가 웃는 얼굴  암만 생각해도  집에는 가얄 텐데  바다가 좋고 그녀가 있는데  어쩔 수가 없네 랄랄랄 라랄라라 랄랄라 라랄라라 랄랄라라라 랄랄라라 랄랄 라라랄라,휴식.힐링
170661,오늘도 참는다,배기성,OST,788,세월의 풍파속에 길들여진 나의 인생  화나도 참는다 슬퍼도 참는다 인생은 그런거야  비겁하다 비웃지마 비정하다 욕하지마  내게도 한 때는 용감했던 세월이 있었다  거칠은 들판길을 달리는 한마리 표범처럼  거리를 내달리던 겁없던 나의 청춘  아무리 애타게 붙잡아도 세월은 흘러가고  어느새 현실에 묻혀버린 청춘의 기억  화나도 참아야해 슬퍼도 참아야해  그렇게 사는게 인생이잖아  오늘도 내가 참는다   불속에 뛰어드는 겁없는 한마리 나방처럼  젊음을 불사르던 겁없던 나의 청춘 아무리 애타게 붙잡아도 세월은 흘러가고  어느새 현실에 묻혀버린 청춘의 기억  화나도 참아야해 슬퍼도 참아야해  그렇게 사는게 인생이잖아  하지만 화나도 참아야해 슬퍼도 참아야해  그렇게 사는게 인생이잖아  오늘도 내가 참는다,휴식.힐링
5443139,외침,디오 (D.O.),OST,33957,고단한 하루가 길고 길었던 날 한숨 가득 지친 맘을 다잡아 오늘도 내일도 또 다시 일어나 하룰 살아 가겠죠  막연한 기대도 메마른 웃음도 차츰 변해 시간이 지나가도  서러운 마음은 돋아난 상처는  사라지지 않아요  서글픈 우리 외침이 들리나요 한없이 참고 또 견뎠죠 먼 길을 걷다 어둠이 찾아와도 두 손을 잡고서 늘 함께였는데 불꺼진 창문 틈 사이 한줄기 빛 언젠가는 환히 비춰주기를  바라고 바라면 꼭 이뤄질거라 믿고 기다렸는데 서글픈 우리 외침이 들리나요 한없이 참고 또 견뎠죠 먼 길을 걷다 어둠이 찾아와도 두 손을 잡고서 늘 함께였는데 왜 아무런 대답이 없나요  왜 아무런 말 없이 숨겨왔나요  고단한 하루가 길고 길었던 날 한숨 가득 지친 맘을 다잡아 오늘도 내일도 또 다시 일어나 하룰 살아 가겠죠,휴식.힐링
5620884,스물 (Feat. 김우빈),스윗소로우,OST,2288,우리 모여 겁이 없던 날들 누구보다 화려했던 그 날들 Oh oh oh 생각만 해도 좋아 좋아 내 인생에 멋진 날들 간다 간다 간다 실수하면은 좀 어때 눈치 보지 좀 마 짜샤 여자보다 우정이라더니 내가 잘못 본 거냐 뭐가 문제야 인상만 쓰고 얼굴도 못생긴 주제에 우리 모여 겁이 없던 날들 누구보다 화려했던 그 날들 Oh oh oh 생각만 해도 좋아 좋아 내 인생에 멋진 날들 사람 일이란 건 몰라 지금이 전부가 아냐 잘난 사람들 얘길 들어도 다들 그랬다더라 뭐가 문제야 말을 하라고 나보다 못생긴 주제에 사실 내가 스무 살엔 말야 누구보다 잘 나갔단 말이야 Oh oh oh 믿지 않아도 좋아 좋아 어마어마했단 말야 둡둡 둡둡 Wanna back 둡둡 둡둡 Wanna back 그 때 우린 알 수 없었지 우리 모여 겁이 없던 날들 누구보다 화려했던 그 날들 Oh oh oh 생각만 해도 좋아 좋아 내 인생에 멋진 날들 간다 간다 간다 간다 간다 간다,휴식.힐링
3122548,My Best,"허각, 존박",OST,1629,너의 눈물을 알아 지친 모습도 알아 길었던 니 그림자와 나란히 한 길을 걸었던 나야 깊은 한숨을 알아 이제 괜찮아 내가 있어 힘이 들 때 당당하게 늘 다시 일어나 또 웃고 있는 널 늘 지켜본 나야 누구보다 강한 팔과 빠른 다리가 있고 누구라도 맞선다면 이겨내는 용길 가진 너 자랑스런 너의 모습 니 웃음이 생각나 그게 바로 너 아름다운 너야 세상을 모두 가져갈 주인공은 그래 바로 너뿐야 가슴 터지게 달려 숨이 턱까지 차오를때 쏟아지는 눈빛속에 메아리 퍼지는 잃었던 이름의 너를 만날거야 누구보다 강한 팔과 빠른 다리가 있고 누구라도 맞선다면 이겨내는 용길 가진 너 자랑스런 너의 모습 니 웃음이 생각나 그게 바로 너 아름다운 널 사랑해 한 방울 한 방울 흘린 땀들이 너를 믿어줄거야 널 안아줄거야 날 지켜줄거야 누구보다 멋진 꿈과 넓은 가슴 가진 너 누구라도 뒤로 물러서지 않을 믿음 가진 너 넘어지고 쓰러져도 마지막에 웃는 건 그게 바로 너 아름다운 너야 세상을 다 품에 안을 주인공은 my best my best 너뿐야 그게 바로 너뿐야,휴식.힐링
3083565,My Best,"허각, 존박",OST,3458,너의 눈물을 알아 지친 모습도 알아 길었던 네 그림자와 나란히 한 길을 걸었던 나야 깊은 한숨을 알아 이제 괜찮아 내가 있어 힘이 들 때 당당하게 늘 다시 일어나 또 웃고 있는 널 늘 지켜본 나야 누구보다 강한 팔과 빠른 다리가 있고 누구라도 맞선다면 이겨내는 용길 가진 너 자랑스런 너의 모습 네 웃음이 생각나 그게 바로 너 아름다운 너야 세상을 모두 가져갈 주인공은 그래 바로 너 뿐야 가슴 터지게 달려 숨이 턱까지 차오를 때 쏟아지는 눈빛 속에 메아리 퍼지는 잃었던 이름의 너를 만날 거야 누구보다 강한 팔과 빠른 다리가 있고 누구라도 맞선다면 이겨내는 용길 가진 너 자랑스런 너의 모습 네 웃음이 생각나 그게 바로 너 아름다운 널 사랑해 한 방울 한 방울 흘린 땀들이 너를 믿어줄 거야 널 안아줄 거야 널 지켜줄 거야 누구보다 멋진 꿈과 넓은 가슴 가진 너 누구라도 뒤로 물러서지 않을 믿음 가진 너 넘어지고 쓰러져도 마지막에 웃는 건 그게 바로 너 아름다운 너야 세상을 다 품에 안을 주인공은 My best My best 너 뿐야 그래 바로 너 뿐야,휴식.힐링
4423577,한번 더,심은경,OST,7644,힘들었던 오늘 하루  어느새 어제로 사라져가지만 또다시 밝아올 내일의 아침처럼  빛나는 희망이 널 비출거야 가슴속에 숨어있던 이제는  빛바랜 어릴적 꿈들을 찾아서 향해서  꿈이 아닌 현실로  화려한 조명이 널 비출거야 늘어진 어깨와 무거워진 발걸음  어둠속에 너를 괴롭혀 하지만 어느새 반짝이는 별들이  네가 갈 길을 알려주듯  눈부시게 너를 밝게 비춰줄거야 오 한번더 그래 한번더 때론 지쳐 닿을 수 없는  신기루 같아도 오 한번더 그래 한번더 한순간도 쉬지 않고  달려왔던 끝내는  이뤄낼 꿈을 가진  빛나는 널 위한 이 노래 어제는 없었던 반짝이는 별들이 내일의 기쁨을 알려주듯  눈부시게 너를 밝게 비춰줄거야 오 한번더 그래 한번더 때론 지쳐 닿을 수 없는  신기루 같아도 오 한번더 그래 한번더 한순간도 쉬지 않고  달려왔던 끝내는 이뤄낼  꿈을 가진 빛나는  널 위한 이 노래 오 한번더 그래 한번더 내 심장이  터지도록 달려보는거야 오 한번더 그래 한번더 샛별처럼  눈부시게 빛나보는거야 오 한번더 마지막 한번더 한순간도 쉬지않고 달려왔던  끝내는 이뤄낼 꿈을 가진 빛나는 널 위한 이 노래,휴식.힐링
4384926,개나 줘버려 (Feat. 정재영),"한지민, UV",OST,1579,당신과 나는 너무 닮았어  당신도 나와 같은 사람이지  그래서 당신이 싫어  그래서 당신이 미워 미워 미워  그래 나도 완전히 변할꺼야   계획따윈 세우지 않을꺼야  시간도 안지킬꺼야 지각도   맨날할꺼야 꺼야 꺼야  알람시계 부셔버릴꺼야  다이어리 찢어버릴꺼야  그렇게 다 망쳐버릴꺼야  개나 줘버려 고양이나 줘버려  개나 줘버려 고양이나 줘버려  개나 줘버려 월월월월  고양이나 줘버려  야옹야옹야옹  개나 줘버려 월월월월  고양이나 줘버려  야옹야옹야옹  당신과 나는 너무 닮았어  당신도 나와 같은 사람이지  그래서 당신이 싫어  그래서 당신이 미워 미워 미워  그래 나도 완전히 변할꺼야   계획따윈 세우지 않을꺼야  시간도 안지킬꺼야 지각도   맨날할꺼야 꺼야 꺼야  알람시계 부셔버릴꺼야  다이어리 찢어버릴꺼야  그렇게 다 망쳐버릴꺼야  개나 줘버려 고양이나 줘버려  개나 줘버려 고양이나 줘버려  개나 줘버려 월월월월  고양이나 줘버려  야옹야옹야옹  개나 줘버려 월월월월  고양이나 줘버려  야옹야옹야옹  개나 줘버려 월월월월  고양이나 줘버려  야옹야옹야옹  개나 줘버려 월월월월  고양이나 줘버려  야옹야옹야옹  개나 줘버려 월월월월 고양이나 줘버려 야옹야옹야옹 개나 줘버려 월월월월 고양이나 줘버려 야옹야옹야옹,휴식.힐링
4150763,청춘예찬,이현우,OST,10881,돌도 씹어먹는 청춘의 매력  내가 가진 몸뚱아리 꿈 하나  잡힐 듯 잡히지 않아  더 재미난 거라  그런게 더 해 볼만 해져  앞만 보고 달려 가는 거  포기란 개나 주는 거  오 나의 청춘아  나를 위해 노래 해다오  라랄랄랄 라랄라  오 나의 인생아  나를 위해 춤을 춰주오  어서 서둘러 주오  Say  두두두두두두우 두우우  두두두두두  청춘 예찬  두두두두두두우 두우우  누가 나를 좀 말려 줘봐 예오  차가운 새벽 공기에  아무도 찾지 않는  동네 빈 곳에 가서  혼자 소리 친다  언젠간 세월 따라서  나도 흘러 가겠지  오 하지만 오늘은 아냐  난 아름다워  오 나의 청춘아  나를 위해 노래 해다오  라랄랄랄 라랄라  오 나의 인생아  나를 위해 춤을 춰주오  어서 서둘러 주오  Say  두두두두두두우 두우우  두두두두두  청춘 예찬  두두두두두두우 두우우  누가 나를 좀 말려 줘봐 오예  이 거리에 혼자 나와  마주하는 것도 그래 좋구나 아주 좋구나 해는 떠오르고 랄랄라 라랄랄라 랄랄라 라랄랄라 밝은 내 청춘은 내 가슴 뛰게 하고 오오오예 오 나의 청춘아 나를 위해 노래 해다오 라랄랄랄 라랄라 오 나의 인생아 나를 위해 춤을 춰주오 어서 서둘러 주오 Say 두두두두두두우 두우우 두두두두두 청춘 예찬 두두두두두두우 두우우 청춘 예찬 청춘 예찬 오늘도 불러 본다 오오오오,스트레스
5517201,Mommy,라이너스의 담요,OST,916,Do you believe in  what I am saying  you won't be alone  and i will let you  be what you be  do what you do  Do you remember  the life we have dreamed of  laugh everyday  love in every way  so be what you be  do what you do If i am not capable of what I had promised you  don’t you worry  when you leave forget about me i won't be erasable as long as i say a single word  I'll keep saying  i love you for good  be what you be  do what you do So be what you be  do what you do If i am not capable of what I had promised you  don’t you worry  when you leave forget about me i won't be erasable as long as i say a single word  I'll keep saying i love you for good I'll keep saying i love you for good,휴식.힐링
5630145,Do You Mind If I Look At You,프롬,OST,4160,Urban trains come for me ask need nothing Dripping rains come for me ask need nothing You you you Missing you You you you Cruel times run for me like I need nothing Please don't cry for me my dear You you you Feeling you You you you Ha lost horse shouting to hear the echoes Ha beautiful flower born to do love Ha mind if I look at you Once more City trees come for me ask need nothing Falling stars come for me ask need nothing You you you Long for you You you you Bitter winds fly for me like I need nothing Please meet a warmer soul than me Ha surreal dream stays no more Ha stay Spring with you no more Ha lost winter whispering to mother Ha cheerful twitter born to do shine Ha lost horse shouting to hear the echoes Ha beautiful flower born to do love Ha mind if I look at you My dear my dear my dear Once more,휴식.힐링
3719500,Inside Of Me,타루,OST,1504,The other day I cleaned my room and found photo album we made together when I was with you Yesterday I saw you in my dream and you told me that you were waiting for my love again And today standing on the street I saw someone who looks like you She just walked away Since then I've lost all my pace I'm trying to remember you faded away Inside of me wind turns into a hurricane when it seems to tell me about love Inside of me things are in a state of drift when it seems to tell me about your world I can't feel anymore I'll find a way to make you feel my mind It has changed me altogether that you drifted away In this way you'll be in my heart like something lasts forever and makes me awake Inside of me wind turns into a hurricane when it seems to tell me about love Inside of me things are in a state of drift when it seems to tell me about your world I can't feel anymore,휴식.힐링
5578679,When The Saints Go Marching In,"강하늘, 정우, 조복래",OST,2658,I am just a weary pilgrim plodding through this land of sin I am ready for that city when the saints go marching in O when the saints go marching in O When the saints go marching in Lord I want to be in that number When the saints go marching in O when the saints go marching in O when the saints go marching in O Lord I want to be in that number When the saints go marching in O when the saints go marching in O when the saints go marching in Lord I want to be in that number When the saints go marching in O when the saints go marching in O when the saints go marching in Lord I want to be in that number When the saints go marching in O when the saints go marching in O when the saints go marching in O Lord I want to be in that number When the saints go marching in O when the saints go marching in O when the saints go marching in Lord I want to be in that number When the saints go marching in,휴식.힐링
3884174,태양 가까이 (Acoustic Ver.),조현아 (어반 자카파),OST,1140,You've dreamed of  living in the  shining star And if i could if  i could be your  dream day after day I wanna be where  you are day by day Believe in you  believe in me yeah Hay I'm gonna fly Just like a butterfly let me take you there more higher more  higher Hay I'm gonna fly Just like a butterfly let me take you there more higher more  higher Hay I'm gonna fly You've dreamed  of flying to the  glamorous sky And if i could if i  could be your  dream day after day I wanna be where  you are day by day Believe in you  believe in me Hay I'm gonna fly Just like a butterfly let me take you there more higher more higher Hay I'm gonna fly Just like a butterfly let me take you there more higher more higher Hay I'm gonna fly Hay I'm gonna fly Just like a butterfly let me take you there more higher more higher Hay I'm gonna fly Just like a butterfly let me take you there more higher more higher Hay I'm gonna fly,휴식.힐링
4054519,아리랑 (소치 동계올림픽 폐막식 삽입곡),나윤선,Folk/Blues,944,아리랑 아리랑 아라리오 아리랑 고개를 넘어 간다 아리랑 아리랑 아라리오 아리랑 고개를 넘어 간다 나를 버리고 가시는 님은 십리도 못가서 발병 난다 아리랑 아리랑 아라리오 아리랑 고개를 넘어 간다 아리랑 아리랑 아라리오 아리랑 고개를 넘어 간다 청천 하늘엔 별도 많고 이내 가슴엔 수심도 많다 저 산에 지는 해는 지고 싶어 지나 날 버리고 가시는 님은 가고 싶어 가나 아리랑 아리랑 아라리오 아리랑 고개를 넘어 간다,휴식.힐링
1860103,Fly Me To The Moon (에반게리온),Anna Larsen,Folk/Blues,550,"Fly me to the moon  날 달로 날아가게 해줘요  And let me play among the stars  별들 사이를 누비며  Let me see what spring is like on Jupiter and Mars  목성과 화성의 봄은 어떤지 보게 해줘요    In other words, hold my hand  다시 말한다면, 내 손을 잡아주세요  In other words, darling kiss me  다시 말한다면, 내게 입?춤을 해주세요    Fill my heart with song  내 맘을 노래로 채워고  and Let me sing for ever more  영원히 그 노래를 부르게 해주세요  You are all I long for all I worship and adore  그댄 내가 갈망하고, 숭배하며 동경하는 사람이죠    In other words, please be true  그러니 진심으로 날 대해줘요  In other words, I love you  그말은 당신을 사랑한다는 거에요",휴식.힐링
5490258,Someone To Watch Over Me,"염신혜, 선우정아",Folk/Blues,672,There's a somebody I'm longing to see I hope that he turns out to be Someone who'll watch over me I'm a little lamb who's lost in a wood I know I could always be good To one who'll watch over me Although he may not be the man some girls think of as handsome But to my heart he carries the key Won't you tell him please to put on some speed Follow my lead oh how I need Someone to watch over me Although he may not be the man some girls think of as handsome But to my heart he carries the key Won't you tell him please to put on some speed Follow my lead oh how I need Someone to watch over me,휴식.힐링
